OpenTime,LTC-USD_Open,LTC-USD_High,LTC-USD_Low,LTC-USD_Close,LTC-USD_Volume,CloseTime,LTC-QuoteAssetVolume,LTC-NumberOfTrades,LTC-TBBAV,LTC-TBQAV,LTC-ignore,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Volume,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-ignore,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2021-01-28 02:00:00,125.22,126.27,124.36,124.85,34641.98051,2021-01-28 02:59:59.999,4341891.3237165,15136.0,17519.9057,2195661.1667824,0.0,1265.81,1281.8,1264.36,1268.59,47384.45075,60286700.1235032,46942.0,24536.12078,31213003.4433933,0.0,30880.57,31214.51,30788.3,30981.72,3021.347409,93728146.7261653,64100.0,1469.431575,45591825.05542701,0.0
2021-01-28 03:00:00,124.85,127.32,124.66,126.92,28056.19592,2021-01-28 03:59:59.999,3534746.7593615,10331.0,13862.63408,1746838.0067256,0.0,1268.58,1290.87,1264.0,1287.59,35655.67436,45593729.1825432,49714.0,19975.1055,25551280.9907672,0.0,30987.85,31526.78,30902.81,31404.25,4735.034568,147776428.52334002,95757.0,2428.217585,75832437.04657155,0.0
2021-01-28 04:00:00,126.94,127.5,125.91,127.03,27582.82011,2021-01-28 04:59:59.999,3494682.388006,12437.0,12884.54453,1633505.1941162,0.0,1287.31,1292.0,1270.71,1282.76,36127.43937,46283828.304923,31560.0,18140.24864,23242266.848528,0.0,31406.9,31590.0,31045.7,31300.73,2910.72013,91045847.13369675,61002.0,1639.730288,51299999.47010108,0.0
2021-01-28 05:00:00,127.05,129.87,126.18,129.77,52593.32188,2021-01-28 05:59:59.999,6730930.6737632,14148.0,26813.26139,3434100.7775842,0.0,1282.75,1303.18,1271.55,1301.42,46569.19573,59918975.8311791,39932.0,27346.30081,35193435.6393686,0.0,31300.72,31800.0,31057.96,31729.16,3279.919594,102985645.32916172,68625.0,1778.595399,55867573.92583334,0.0
2021-01-28 06:00:00,129.78,131.9,128.86,129.35,78094.95832,2021-01-28 06:59:59.999,10203856.7307348,21383.0,36164.22242,4726632.4273541,0.0,1301.41,1325.0,1300.26,1304.03,82873.6531,108667733.7215651,62260.0,45534.81644,59705076.9701708,0.0,31729.16,31876.63,31521.37,31564.58,3487.71079,110633373.765204,73535.0,1923.990573,61032793.83926356,0.0
2021-01-28 07:00:00,129.36,129.62,127.3,128.45,50321.34141,2021-01-28 07:59:59.999,6453881.6459231,20383.0,22838.79064,2929428.4141413,0.0,1304.14,1309.06,1279.34,1284.88,48394.72638,62456499.3126437,55664.0,24196.18594,31226496.9160053,0.0,31564.75,31597.76,31080.0,31170.53,2809.48377,87885465.19554526,59569.0,1301.114853,40706674.33640486,0.0
2021-01-28 08:00:00,128.44,130.36,128.39,128.97,54942.80691,2021-01-28 08:59:59.999,7105130.3964934,23696.0,26251.92777,3394135.3302276,0.0,1284.93,1292.9,1272.0,1277.27,42720.50734,54785645.1804299,40015.0,21787.98295,27948173.3284755,0.0,31170.2,31303.15,31001.55,31070.47,2699.222378,84068402.83496545,62325.0,1163.087402,36231724.59398582,0.0
2021-01-28 09:00:00,128.94,130.74,127.37,130.67,33832.35054,2021-01-28 09:59:59.999,4359154.6797199,11905.0,16999.93316,2190785.0791559,0.0,1277.27,1303.1,1260.0,1301.77,54167.00634,69316432.8559216,43735.0,26935.6067,34520927.8243765,0.0,31070.47,31483.44,30812.26,31466.91,3531.477648,109938694.5751409,72682.0,1752.035607,54557757.94370371,0.0
2021-01-28 10:00:00,130.67,131.0,128.45,130.45,30594.76001,2021-01-28 10:59:59.999,3967113.5233066,11562.0,15421.07429,2000145.1735957,0.0,1301.77,1307.8,1280.26,1299.62,59491.70391,77008115.5075957,49862.0,30652.08577,39689287.8279833,0.0,31473.33,31585.39,31030.0,31490.29,3025.903137,94762331.47706407,84078.0,1563.886151,48984039.72156385,0.0
2021-01-28 11:00:00,130.5,131.35,128.02,129.54,57421.17467,2021-01-28 11:59:59.999,7434435.9657712,15714.0,32977.74492,4267528.1685297,0.0,1299.69,1309.08,1287.92,1302.55,51841.52676,67334032.7372483,52443.0,26057.61513,33860736.6165661,0.0,31490.29,31600.0,31178.8,31437.37,2607.58697,81896616.46288309,77818.0,1311.486338,41193889.20267538,0.0
2021-01-28 12:00:00,129.53,130.82,128.79,129.71,53032.59217,2021-01-28 12:59:59.999,6891999.5205724,15163.0,27316.23892,3550538.5245901,0.0,1302.54,1324.19,1292.59,1318.89,83298.00995,109453852.5393968,76094.0,42923.22046,56401806.8771819,0.0,31437.37,31713.43,31273.54,31477.95,3396.262178,107019921.32660812,98129.0,1712.418025,53958558.19706346,0.0
2021-01-28 13:00:00,129.72,131.5,128.65,131.26,54197.08188,2021-01-28 13:59:59.999,7048672.4974137,13282.0,26821.61547,3487107.4406708,0.0,1318.9,1343.27,1306.5,1343.0,84620.89286,112072670.7261426,78819.0,44011.18268,58299070.1095785,0.0,31477.95,31840.0,31161.96,31775.12,3636.186466,114583718.01587223,84674.0,1932.721591,60900470.42713106,0.0
